congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,President,99912,99,0,USA,200,0,0,"TRUMP, Donald John",,1946,,,,,,,,,,
115,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.355,0.459,-102.18851,0.8974,944,64,,0.397,0.482
115,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.391,0.402,-90.41999,0.90472,903,34,,-0.398,0.356
115,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.362,0.658,-65.08539,0.93303,939,23,,0.41,0.596
115,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.649,-0.449,-174.18284,0.82492,905,80,,0.672,-0.553
115,House,21376,41,1,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.611,0.246,-63.26844,0.93596,956,19,,0.577,0.429
115,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.711,-0.04,-70.63334,0.92791,944,38,,0.763,0.066
115,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.369,0.59,-68.63531,0.92804,919,22,,0.395,0.605
115,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.022,-204.4806,0.80186,926,91,,0.277,0.315
115,House,20304,61,8,AZ,200,,,"FRANKS, Trent",F000448,1957,,0.749,0.087,-45.67247,0.91933,543,23,,0.621,-0.006
115,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.256,-43.19354,0.95369,911,11,,-0.632,-0.216
115,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.678,-0.42,-170.12036,0.82949,910,87,,0.991,-0.136
115,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.589,-0.321,-111.95995,0.88927,954,37,,0.586,-0.294
115,House,21300,61,9,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.102,0.06,-263.18812,0.74375,889,134,,-0.097,0.124
115,House,21501,61,2,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.344,0.028,-141.99228,0.85966,939,84,,0.391,-0.029
115,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.449,-0.013,-99.40713,0.89873,931,43,,-0.432,-0.01
115,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.882,-0.471,-179.68458,0.82849,955,105,,0.991,-0.136
115,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.188,0.147,-196.25765,0.81353,951,84,,-0.167,0.128
115,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.606,-0.033,-27.64879,0.89328,245,12,,0.718,-0.054
115,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.414,0.493,-65.79139,0.93149,927,28,,0.495,0.285
115,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.357,0.586,-68.10454,0.93138,958,20,,0.437,0.349
115,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.454,0.227,-93.09756,0.90637,947,47,,0.494,0.204
115,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.55,0.352,-64.52399,0.93467,955,20,,0.59,0.174
115,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-62.7867,0.9292,855,40,,-0.438,-0.197
115,House,15621,71,48,CA,200,,,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-191.72548,0.8128,925,77,,0.609,-0.549
115,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.349,-0.129,-76.03257,0.92332,953,31,,-0.395,-0.075
115,House,20107,71,49,CA,200,,,"ISSA, Darrell",I000056,1953,,0.506,-0.085,-97.21241,0.89836,907,39,,0.451,-0.099
115,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-78.1294,0.91926,928,33,,-0.324,-0.287
115,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.449,0.215,-68.17457,0.9304,945,24,,0.374,0.492
115,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.137,-59.14763,0.93851,932,22,,-0.539,0.104
115,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.192,0.464,-224.13569,0.76058,819,101,,-0.2,0.483
115,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.162,-83.55406,0.91512,942,44,,-0.403,-0.131
115,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.262,-0.153,-111.22886,0.8875,932,38,,-0.303,-0.272
115,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.458,0.212,-62.87536,0.93563,945,19,,0.464,0.25
115,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.38,-0.444,-81.32384,0.90547,819,28,,-0.358,-0.539
115,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.719,-0.474,-136.5328,0.86652,953,49,,0.919,-0.395
115,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.487,-0.378,-58.69621,0.93928,937,22,,-0.452,-0.719
115,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.093,-123.20281,0.87504,923,49,,-0.291,-0.111
115,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-119.65714,0.88024,938,47,,0.527,-0.124
115,House,21109,71,10,CA,200,,,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-102.31873,0.89464,919,65,,0.238,0.535
115,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.585,-0.106,-55.39699,0.93899,880,15,,-0.689,0.063
115,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.53,0.089,-86.96679,0.911,933,29,,0.519,0.098
115,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.427,-0.543,-82.80172,0.91247,904,36,,-0.431,-0.72
115,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.232,0.014,-138.35867,0.86539,957,68,,-0.259,0.187
115,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-90.73695,0.90954,957,32,,0.348,0.155
115,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.368,-0.105,-107.16374,0.89005,920,51,,-0.355,-0.21
115,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.253,0.411,-80.22792,0.91869,946,55,,0.248,0.687
115,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.286,0.052,-96.26158,0.90286,942,49,,-0.317,0.108
115,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.382,0.02,-98.13104,0.8967,900,34,,-0.427,0.19
115,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.243,0.06,-129.92388,0.8728,955,60,,-0.267,0.117
115,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.262,-68.91143,0.92895,935,32,,-0.482,-0.59
115,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.374,-69.2402,0.92658,908,34,,-0.478,-0.358
115,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.4,0.099,-88.90402,0.90911,933,30,,-0.458,0.151
115,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.18,-0.046,-197.29329,0.81086,941,101,,-0.179,0.004
115,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.529,-0.361,-67.21648,0.93148,947,32,,-0.565,-0.469
115,House,21505,71,25,CA,200,,,"KNIGHT, Steve",K000387,1966,,0.397,0.188,-100.68598,0.89883,944,63,,0.311,0.359
115,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.291,0.136,-107.05645,0.893,946,50,,-0.308,0.115
115,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.371,-0.263,-117.20708,0.87396,870,63,,-0.417,0.101
115,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.361,0.032,-90.47912,0.90814,939,41,,-0.351,0.027
115,House,21509,71,45,CA,200,,,"WALTERS, Mimi",W000820,1962,,0.433,0.177,-64.84547,0.93144,913,20,,0.522,0.131
115,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.513,0.046,-79.22239,0.91884,936,28,,-0.508,0.144
115,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.301,0.143,-121.08423,0.87841,934,43,,-0.297,0.187
115,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.281,0.306,-191.91103,0.81795,955,93,,-0.275,0.357
115,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.577,-0.257,-71.0228,0.92782,948,29,,-0.613,-0.144
115,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.305,0.048,-132.29978,0.87076,956,62,,-0.307,-0.032
115,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.595,-0.087,-48.86283,0.92822,656,17,,-0.611,0.005
115,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.653,-0.073,-99.09815,0.89809,922,45,,-0.529,-0.209
115,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.427,-79.13993,0.91609,903,23,,-0.33,-0.545
115,House,29316,71,34,CA,100,,,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-0.00649,0.99964,18,0,,-0.761,0.197
115,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.186,-68.54553,0.92938,936,35,,-0.452,-0.007
115,House,29321,71,39,CA,200,,,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-134.2203,0.86694,940,41,,0.477,-0.171
115,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.22,-69.44539,0.92936,948,14,,0.386,0.336
115,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.446,-100.46219,0.89719,926,53,,-0.428,-0.281
115,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.148,-110.37711,0.88987,946,47,,-0.314,-0.241
115,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.683,-0.588,-69.51929,0.92864,939,44,,-0.738,-0.084
115,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.065,-103.59743,0.89565,940,42,,-0.383,-0.057
115,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-65.06924,0.92016,782,28,,-0.457,-0.422
115,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.679,0.197,-71.66342,0.92719,948,25,,0.641,0.02
115,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.076,-122.80153,0.87492,919,68,,-0.248,-0.201
115,House,20904,62,2,CO,100,,,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-126.08869,0.86199,849,46,,-0.27,-0.788
115,House,20906,62,6,CO,200,,,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-156.11568,0.8489,953,88,,0.424,-0.169
115,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.449,-0.021,-124.5724,0.87637,944,76,,0.404,0.071
115,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.756,-0.459,-148.47659,0.85259,931,86,,1.0,-0.03
115,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.432,-0.313,-80.22912,0.91408,893,30,,-0.379,-0.399
115,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.017,-96.99758,0.90245,945,46,,-0.342,-0.049
115,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.242,-0.238,-114.63521,0.88565,944,49,,-0.242,-0.162
115,House,21316,1,5,CT,100,,,"ESTY, Elizabeth",E000293,1959,,-0.315,-0.078,-85.80393,0.91398,954,48,,-0.341,0.067
115,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.118,-73.32083,0.92083,889,39,,-0.365,-0.245
115,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.051,-103.23541,0.89253,908,43,,-0.354,0.003
115,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.332,-0.116,-78.67542,0.9202,946,31,,-0.324,-0.093
115,House,15634,43,27,FL,200,,,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-208.93536,0.77531,821,111,,0.213,-0.19
115,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.279,0.121,-99.64323,0.89237,875,48,,0.236,0.318
115,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.421,0.07,-90.48241,0.90384,895,61,,-0.366,-0.193
115,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.045,-85.46387,0.91211,929,29,,-0.466,0.211
115,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.359,-0.134,-107.56694,0.88817,907,37,,0.349,-0.056
115,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.405,0.019,-77.00411,0.91937,916,28,,0.503,0.015
115,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.518,-0.319,-115.44071,0.87439,860,41,,0.57,-0.34
115,House,20910,43,17,FL,200,,,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-107.57895,0.87939,837,33,,0.366,0.122
115,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.4,-0.094,-88.92217,0.90522,893,48,,-0.331,-0.279
115,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.506,-0.047,-76.58113,0.91574,870,27,,0.611,-0.13
115,House,21117,43,15,FL,200,,,"ROSS, Dennis",R000593,1959,,0.531,0.099,-52.02692,0.93994,840,13,,0.472,0.334
115,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.476,-0.015,-66.29126,0.92333,831,28,,-0.486,-0.031
115,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.705,-0.365,-111.86191,0.88598,924,56,,0.726,-0.154
115,House,21318,43,6,FL,200,,,"DeSANTIS, Ron",D000621,1978,,0.663,-0.105,-69.4445,0.9187,819,52,,0.687,0.031
115,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.399,-0.083,-85.44349,0.90836,889,45,,-0.362,-0.256
115,House,21512,43,26,FL,200,,,"CURBELO, Carlos",C001107,1980,,0.211,-0.185,-191.67738,0.80566,887,96,,0.24,-0.191
115,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.222,0.043,-159.79093,0.83912,911,84,,-0.21,-0.022
115,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.338,-0.113,-84.60295,0.91454,947,33,,-0.346,-0.227
115,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.534,0.219,-68.82657,0.9294,940,13,,0.501,0.273
115,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.623,-0.579,-203.78818,0.79995,913,101,,0.913,-0.408
115,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.255,0.077,-129.49564,0.86416,887,57,,-0.254,0.082
115,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.415,-0.294,-187.76976,0.82134,954,107,,0.333,-0.137
115,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.156,0.081,-185.9129,0.82055,940,81,,-0.152,0.017
115,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.507,-0.513,-102.84387,0.88899,874,26,,0.566,-0.3
115,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.395,0.166,-67.77765,0.92715,896,29,,0.346,0.548
115,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.38,0.124,-85.61735,0.91442,957,29,,-0.382,0.161
115,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.157,-87.87817,0.90843,915,27,,-0.545,0.284
115,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-43.27693,0.95331,905,11,,-0.68,-0.013
115,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.302,0.164,-128.90064,0.86738,906,77,,-0.269,0.001
115,House,20505,44,6,GA,200,,,"PRICE, Tom",P000591,1954,,0.644,-0.073,-0.02153,0.98929,2,0,,0.236,0.941
115,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,0.012,-118.46053,0.87906,919,72,,-0.488,-0.328
115,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-96.95775,0.90336,954,68,,0.625,0.268
115,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.596,-0.185,-111.20264,0.8891,946,69,,0.564,0.053
115,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.569,0.193,-96.82912,0.903,949,30,,0.488,0.078
115,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.611,0.129,-80.41303,0.91717,930,39,,0.516,0.242
115,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.585,0.251,-74.36005,0.92363,936,51,,0.614,0.465
115,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.791,-0.123,-98.64829,0.90107,947,65,,0.857,-0.114
115,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.69,-0.008,-67.94147,0.9265,890,25,,0.67,-0.076
115,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.678,0.292,-59.66536,0.939,948,20,,0.595,0.111
115,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1967,,0.624,0.129,-71.40371,0.92796,955,17,,0.522,0.136
115,House,21752,44,6,GA,200,,,"HANDEL, Karen",H001078,1962,,0.493,0.305,-54.38725,0.9242,690,19,,0.494,0.303
115,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.282,0.463,-172.0767,0.83091,929,79,,-0.342,0.5
115,House,21124,82,1,HI,100,,,"HANABUSA, Colleen",H001050,1951,,-0.37,0.004,-84.1993,0.90462,840,42,,-0.359,0.023
115,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.278,-0.262,-126.34295,0.8701,908,52,,-0.295,-0.544
115,House,21125,63,1,ID,200,,,"LABRADOR, Raúl R.",L000573,1967,,0.735,-0.571,-121.02518,0.86247,818,46,,1.0,-0.03
115,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.297,0.285,-67.8254,0.9287,917,21,,0.271,0.395
115,House,20508,21,3,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.228,0.175,-164.78266,0.83698,926,72,,-0.194,-0.022
115,House,20715,21,6,IL,200,,,"ROSKAM, Peter",R000580,1961,,0.429,0.018,-129.50472,0.86653,904,65,,0.303,0.112
115,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.228,-0.225,-102.40795,0.89719,944,39,,-0.283,-0.255
115,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.321,-0.281,-71.51664,0.92552,924,31,,-0.351,-0.131
115,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.275,0.305,-99.95551,0.89933,942,67,,0.25,0.555
115,House,21129,21,14,IL,200,,,"HULTGREN, Randy",H001059,1966,,0.49,-0.034,-87.46054,0.91024,930,27,,0.45,-0.0
115,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.173,-0.199,-171.75163,0.83429,948,78,,-0.14,-0.209
115,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.277,0.173,-95.57457,0.90112,918,46,,0.27,0.289
115,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.238,0.037,-115.4333,0.88603,954,50,,-0.234,-0.11
115,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.46,-0.004,-63.62368,0.93401,932,30,,-0.505,0.028
115,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.274,0.501,-80.2979,0.91911,952,53,,0.239,0.701
115,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.465,0.149,-97.5416,0.90261,952,64,,0.47,0.118
115,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.316,-0.106,-78.12315,0.92153,956,30,,-0.313,-0.182
