congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.606,0.154,-81.45997,0.91758,947,56,,0.626,0.262
115,House,21543,47,6,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.64,0.017,-76.18486,0.92191,937,28,,0.607,-0.078
115,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.574,0.151,-80.15165,0.91917,951,53,,0.609,0.382
115,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.466,0.015,-58.47749,0.93956,938,25,,-0.465,0.028
115,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.667,-0.109,-75.20081,0.9242,954,27,,0.709,-0.103
115,House,29546,47,3,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,-854.17148,0.34654,806,380,,0.293,-0.956
115,House,21350,36,1,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.388,0.287,-67.49523,0.92806,904,20,,0.43,0.301
115,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.109,-136.62429,0.86512,943,71,,-0.362,-0.042
115,House,20130,24,12,OH,200,,,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-60.26094,0.89253,530,24,,0.269,0.552
115,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.271,0.208,-99.44964,0.89951,939,60,,0.242,0.465
115,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-94.15499,0.90077,901,34,,-0.414,0.238
115,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.718,-0.219,-128.70626,0.8714,935,76,,1.0,-0.03
115,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.518,0.261,-67.01689,0.93244,958,33,,0.558,0.282
115,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.582,0.14,-71.05394,0.92606,925,24,,-0.613,0.46
115,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.431,0.284,-89.22251,0.91018,948,63,,0.375,0.404
115,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.299,0.272,-84.80654,0.90969,896,53,,0.262,0.491
115,House,21164,24,16,OH,200,,,"RENACCI, Jim",R000586,1958,,0.387,0.143,-107.22367,0.88455,874,62,,0.423,0.174
115,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.472,0.322,-72.7104,0.92639,951,37,,0.54,0.334
115,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.551,0.19,-79.33867,0.91955,946,36,,0.585,0.167
115,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.43,0.06,-85.6522,0.90922,900,44,,-0.404,0.085
115,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.265,0.268,-109.02831,0.8906,941,56,,0.23,0.389
115,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.704,-0.362,-109.32696,0.89119,949,42,,0.88,-0.193
115,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.418,0.476,-1.34715,0.97743,59,0,,0.306,0.53
115,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.572,-0.208,-65.97595,0.93332,956,20,,0.645,0.004
115,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.331,0.361,-105.64544,0.8937,940,28,,0.285,0.396
115,House,21354,53,1,OK,200,,,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,-29.48709,0.93417,433,6,,0.623,-0.253
115,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.514,0.363,-77.94938,0.92098,947,22,,0.562,0.291
115,House,21546,53,5,OK,200,,,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,-151.96706,0.84835,924,45,,0.51,-0.348
115,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.681,0.045,-7.91059,0.80751,37,4,,0.418,-0.176
115,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.362,0.417,-70.20477,0.92898,953,19,,0.388,0.372
115,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.428,0.005,-133.16976,0.86551,922,46,,-0.41,0.019
115,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.188,0.06,-281.50892,0.73664,921,131,,-0.231,0.285
115,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.394,-0.397,-76.70667,0.92266,953,37,,-0.392,-0.496
115,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.669,-81.60255,0.91477,916,33,,-0.388,-0.763
115,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.333,-0.013,-91.07292,0.90886,953,32,,0.285,0.263
115,House,20134,14,9,PA,200,,,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-74.6645,0.91619,853,29,,0.317,0.276
115,House,20346,14,18,PA,200,,,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-46.30004,0.90675,473,20,,0.263,0.346
115,House,20526,14,15,PA,200,,,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-107.19941,0.85949,708,30,,0.271,-0.001
115,House,20946,14,5,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.312,0.39,-89.30621,0.91037,951,63,,0.285,0.654
115,House,21167,14,3,PA,200,,,"KELLY, Mike",K000376,1948,,0.351,0.44,-79.52152,0.91905,942,28,,0.336,0.344
115,House,21168,14,7,PA,200,,,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-115.51634,0.84747,698,58,,0.217,0.135
115,House,21170,14,10,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-76.19301,0.91848,896,28,,0.33,0.331
115,House,21171,14,11,PA,200,,,"BARLETTA, Lou",B001269,1956,,0.278,0.393,-72.16152,0.91978,863,21,,0.298,0.355
115,House,21356,14,4,PA,200,,,"PERRY, Scott",P000605,1962,,0.624,-0.343,-151.93334,0.85148,945,83,,0.771,-0.442
115,House,21357,14,12,PA,200,,,"ROTHFUS, Keith",R000598,1962,,0.498,0.044,-92.02045,0.90805,954,36,,0.493,-0.098
115,House,21358,14,17,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.366,-0.044,-116.69587,0.88475,953,58,,-0.297,-0.123
115,House,21547,14,6,PA,200,,,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,-174.81377,0.82643,917,92,,0.227,-0.059
115,House,21548,14,13,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.397,0.132,-103.04547,0.89249,906,34,,-0.429,0.32
115,House,21566,14,2,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.457,-0.08,-89.35467,0.91023,950,49,,-0.456,-0.072
115,House,21718,14,8,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.171,-0.178,-243.16538,0.775,954,111,,0.215,-0.277
115,House,21745,14,16,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.426,0.267,-88.56067,0.91135,954,33,,0.397,0.321
115,House,21756,14,18,PA,100,,,"LAMB, Conor",L000588,1984,,-0.123,0.19,-71.22574,0.76431,265,40,,-0.09,0.021
115,House,21762,14,7,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.487,0.037,-3.62225,0.90674,37,2,,-0.231,-0.474
115,House,21763,14,15,PA,100,,,"WILD, Susan",W000826,1957,,-0.381,0.665,-1.61714,0.94752,30,0,,-0.603,0.542
115,House,29561,14,14,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.33,0.112,-109.59463,0.8905,945,36,,-0.465,0.212
115,House,29777,14,1,PA,100,,,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-83.90752,0.91355,928,24,,-0.53,0.441
115,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.11,-81.05235,0.91789,946,29,,-0.411,0.17
115,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.391,-0.28,-67.6659,0.93118,949,24,,-0.376,-0.434
115,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.538,0.107,-69.31649,0.92956,949,20,,0.509,0.393
115,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.731,-0.184,-83.06088,0.91286,911,35,,0.747,-0.196
115,House,21175,48,4,SC,200,,,"GOWDY, Trey",G000566,1964,,0.655,-0.002,-58.51558,0.93732,904,17,,0.548,0.257
115,House,21176,48,5,SC,200,,,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-0.09233,0.9817,5,0,,0.349,0.625
115,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.602,-0.28,-105.95147,0.89177,925,44,,0.558,-0.161
115,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.789,-0.202,-78.14206,0.89129,679,27,,0.693,-0.246
115,House,29565,48,1,SC,200,,,"SANFORD, Mark",S000051,1960,,0.686,-0.728,-259.14003,0.75359,916,133,,0.633,-0.774
115,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.255,-68.05489,0.92558,880,27,,-0.5,0.101
115,House,21177,37,1,SD,200,,,"NOEM, Kristi",N000184,1971,,0.398,0.326,-85.73389,0.90395,849,35,,0.469,0.154
115,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.163,-0.032,-242.78628,0.7749,952,91,,-0.162,-0.088
115,House,15455,54,2,TN,200,,,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.476,-270.66716,0.75095,945,93,,1.0,-0.03
115,House,20351,54,7,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.619,0.129,-58.29372,0.9321,829,31,,0.643,0.2
115,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.4,-0.353,-115.43169,0.88558,950,54,,-0.402,-0.175
115,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.486,0.022,-76.83914,0.92269,955,30,,0.486,0.081
115,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.455,0.308,-71.70676,0.92788,958,24,,0.393,0.352
115,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.581,-0.082,-71.69288,0.92581,930,26,,0.637,-0.068
115,House,21180,54,6,TN,200,,,"BLACK, Diane",B001273,1951,,0.58,0.219,-43.95387,0.94078,720,13,,0.572,0.082
115,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.529,0.287,-74.06443,0.92392,936,19,,0.541,0.041
115,House,15085,49,6,TX,200,,,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-98.12992,0.89976,929,38,,0.541,-0.129
115,House,15445,49,21,TX,200,,,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-68.77216,0.92596,894,19,,0.491,0.116
115,House,20139,49,7,TX,200,,,"CULBERSON, John",C001048,1956,,0.503,0.366,-80.52851,0.91815,943,22,,0.473,0.129
115,House,20352,49,5,TX,200,,,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,-68.08408,0.93035,943,16,,0.645,0.062
115,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.576,-0.212,-114.59965,0.88499,938,64,,0.576,-0.087
115,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.471,0.605,-70.26746,0.92723,930,19,,0.433,0.443
115,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.625,-0.334,-194.57396,0.80363,890,81,,0.991,-0.136
115,House,20528,49,2,TX,200,,,"POE, Ted",P000592,1948,,0.594,-0.029,-141.43323,0.85398,896,76,,0.594,-0.17
115,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.31,-100.59237,0.89841,939,44,,-0.484,0.203
115,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.433,0.087,-70.40278,0.92791,941,16,,0.482,0.284
115,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.591,0.372,-87.49471,0.91254,956,61,,0.557,0.423
115,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.6,0.153,-78.74121,0.91711,910,37,,0.591,0.161
115,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.62,-239.45383,0.77741,951,123,,-0.225,0.63
115,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.549,0.309,-55.59999,0.94239,937,10,,0.558,0.227
115,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.574,0.286,-75.25409,0.92322,942,54,,0.582,0.537
115,House,21184,49,27,TX,200,,,"FARENTHOLD, Blake",F000460,1961,,0.548,0.016,-55.95071,0.92135,683,24,,0.636,0.005
115,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.71,0.037,-101.19816,0.89783,939,62,,0.641,0.136
115,House,21361,49,16,TX,100,,,"O'ROURKE, Beto",O000170,1972,,-0.304,-0.331,-111.02625,0.88781,933,47,,-0.245,-0.337
115,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.399,-0.02,-95.6902,0.90399,948,59,,-0.389,-0.258
115,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.587,0.102,-80.49135,0.9186,948,27,,0.599,-0.025
115,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.403,0.285,-122.8842,0.87866,950,48,,-0.4,0.354
115,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.313,0.413,-196.92551,0.80843,926,86,,-0.343,0.435
115,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-77.59737,0.91895,918,53,,0.76,0.237
115,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.287,0.227,-108.38081,0.89175,946,63,,0.309,0.297
115,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.701,0.122,-80.60511,0.91807,943,49,,0.643,0.276
115,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.63,-0.036,-60.65924,0.93738,938,14,,0.549,0.118
115,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.38,0.659,-202.01335,0.80606,937,88,,-0.363,0.642
115,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.651,-0.241,-18.98722,0.85366,120,9,,0.652,-0.027
115,House,29143,49,3,TX,200,,,"JOHNSON, Sam",J000174,1930,,0.61,0.277,-53.72498,0.9371,827,13,,0.67,0.114
115,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.314,-81.29927,0.91715,940,30,,-0.419,-0.434
115,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.311,-67.4618,0.93131,948,25,,0.451,0.373
115,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.128,-93.70944,0.90425,931,33,,-0.567,0.41
115,House,29759,49,32,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.585,0.174,-62.808,0.93609,951,18,,0.524,0.166
115,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.524,0.218,-66.10467,0.93067,920,21,,0.479,0.277
115,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.397,0.242,-66.57122,0.92893,903,13,,0.431,0.35
115,House,39304,49,29,TX,100,,,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.453,-168.01147,0.83275,918,66,,-0.388,0.592
115,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.203,-82.18902,0.91112,883,38,,-0.477,0.18
115,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.536,0.104,-82.4466,0.91525,931,29,,0.509,0.057
115,House,20949,67,3,UT,200,,,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-10.59311,0.95867,251,5,,0.417,0.366
115,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.527,0.159,-73.28915,0.92476,937,25,,0.534,0.077
115,House,21552,67,4,UT,200,,,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.542,-0.056,-102.70961,0.89501,926,39,,0.481,-0.025
115,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.542,0.04,-38.33397,0.91414,427,12,,0.55,-0.024
115,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.409,-0.351,-76.24528,0.92201,939,27,,-0.393,-0.585
115,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.445,-0.019,-115.81958,0.88465,945,59,,0.588,-0.099
115,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.014,-103.4976,0.89688,951,48,,-0.359,0.131
115,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.552,-0.438,-178.95349,0.82682,941,67,,0.606,-0.501
115,House,21553,40,7,VA,200,,,"BRAT, David A.",B001290,1964,,0.829,-0.325,-88.74694,0.91009,942,29,,0.811,-0.341
115,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.385,-0.041,-123.99327,0.87301,913,46,,-0.411,0.15
115,House,21555,40,10,VA,200,,,"COMSTOCK, Barbara J.",C001105,1959,,0.276,0.389,-103.10577,0.89376,918,36,,0.293,0.213
115,House,21721,40,5,VA,200,,,"GARRETT, Thomas Alexander Jr.",G000580,1972,,0.931,-0.365,-127.34334,0.85933,840,69,,0.991,-0.136
115,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.375,-0.084,-81.604,0.91521,921,42,,-0.393,-0.136
115,House,21748,40,2,VA,200,,,"TAYLOR, Scott William",T000477,1979,,0.456,0.021,-96.73847,0.89936,912,36,,0.456,0.021
115,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.015,-116.99208,0.88436,952,69,,-0.383,-0.248
115,House,39308,40,6,VA,200,,,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.002,-83.84175,0.91544,949,22,,0.585,-0.035
115,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.364,0.19,-93.98166,0.90378,929,48,,-0.345,-0.001
115,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.426,0.113,-72.24427,0.92729,957,23,,0.469,0.113
115,House,20536,73,8,WA,200,,,"REICHERT, David G.",R000578,1950,,0.224,-0.146,-162.32542,0.83905,925,66,,0.257,-0.023
115,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.357,-0.192,-148.8373,0.85484,949,82,,0.353,-0.01
115,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.011,-91.33179,0.90889,956,43,,-0.342,0.134
115,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.312,-0.129,-95.53452,0.90471,954,36,,-0.287,-0.216
115,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.349,0.233,-78.01143,0.91784,910,28,,0.352,0.249
115,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.697,-0.268,-53.2971,0.94505,943,16,,-0.702,-0.159
115,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.161,-124.54131,0.87504,933,43,,-0.395,-0.508
115,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.281,-0.229,-85.98893,0.91398,956,30,,-0.295,-0.302
115,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.301,0.191,-136.42421,0.86701,956,77,,0.239,0.406
115,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.579,-0.286,-142.73826,0.86036,949,53,,0.616,-0.397
115,House,21558,56,3,WV,200,,,"JENKINS, Evan H.",J000297,1960,,0.315,0.308,-103.90415,0.88557,855,66,,0.329,0.338
115,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.58,-129.40564,0.87228,947,45,,0.666,-0.458
115,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.528,-0.249,-87.53789,0.90751,902,37,,-0.528,-0.199
115,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-111.03693,0.88734,929,62,,0.477,0.141
115,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.541,-0.539,-47.60682,0.94603,858,17,,-0.512,-0.694
115,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.614,-0.286,-126.09628,0.87282,927,51,,0.667,-0.275
115,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.44,-0.044,-142.56457,0.85969,943,84,,0.566,0.079
115,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.262,-0.08,-174.08677,0.82571,909,93,,-0.25,0.126
115,House,29939,25,1,WI,200,,,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-7.06452,0.76207,26,4,,0.31,0.205
115,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.517,0.456,-72.65603,0.92383,917,33,,0.517,0.446
